151-1	151-2	154-1	154-2	156-1	156-2	158-1	158-2	222-1	222-2	278-1	278-2	544-1	544-2	561-1	561-2	568-1	568-2
94.52066972	30.25193601	205.3892285	261.1157024	126.6249603	142.8613413	202.0684034	185.6413091	441.5013182	387.9268486	2284.648138	1811.79738	414.1215258	176.3372663	345.0716803	269.6639812	495.9938526	379.374627
996.060465	937.9411079	896.052861	419.5735731	742.528004	452.6298894	619.9975049	615.9700647	482.9821281	553.3992156	285.1752009	194.1882574	626.1884122	861.4988247	546.2840134	450.868855	469.9151155	451.8127241
1065.478586	951.7964946	792.4897707	337.1038586	866.6942271	560.5711867	767.8964832	679.4204287	548.9650036	628.9356914	435.5220083	346.016953	659.6196796	824.7547301	585.3777248	389.1773131	597.7666009	577.7831345
924.4183277	1017.624707	768.3332697	276.1101959	776.356835	478.8069275	729.5188591	601.4297953	459.3975406	593.9044416	298.2695389	182.7742614	573.8677292	915.2242941	462.4163985	380.4757163	475.656251	429.0117247
811.8584191	1014.196155	785.0809193	464.7769451	1038.456089	615.794549	993.7009634	582.0954515	420.7339286	599.1805633	406.476386	270.1885054	458.9999504	858.6365679	393.9997543	468.2185989	467.4046928	573.1669812
69.96382906	0	20366.61077	47262.62274	3728.950349	22148.9346	65.99446341	23.6015967	18234.54521	46228.82881	46.67428057	44.94730691	282.859362	236.1412386	905.6833429	249.5669272	13186.47721	31939.09975
325.0254881	278.2976433	7433.736965	6220.327434	3114.29787	3985.895878	549.2515261	297.0745621	9011.363238	21374.5693	3649.803208	3039.075756	12509.84747	8569.050543	24083.37937	8510.525121	7091.096736	9864.762527
1055.686739	932.7982788	935.6596583	389.5950571	793.6845727	515.9724999	703.4392747	564.1624526	489.2101862	544.6936148	326.8173599	293.6714868	608.2627423	919.4215964	495.2046725	550.1996135	524.2970149	410.6439541
865.5642811	856.0289492	801.7856811	322.9051622	678.6538296	354.1593156	537.3404876	480.3767843	433.7621195	489.6460783	250.9567741	165.5405233	533.9151159	820.0820707	421.7966654	355.4399182	485.1259467	375.7268975
1247.538988	1559.013354	1106.331288	416.7254571	1304.582586	614.2767383	962.3001118	753.0068355	543.3521956	838.4416909	451.9710939	269.5979412	643.2788359	1110.494934	554.8996782	544.9829313	612.257142	737.0350413
280.6275439	223.5214712	298.4126649	93.0768528	211.6845461	120.9154607	300.8504729	447.5136682	481.6113076	433.0706649	1263.841689	908.7280293	472.4602653	287.105591	374.2462499	161.4071376	459.5556497	310.9070673
125.8216322	52.4266051	205.614389	78.59543898	123.763499	62.81241627	306.9242425	194.3654707	369.7761083	410.328382	1260.692555	1031.060726	368.3543135	171.5331251	349.9040826	134.3402542	335.9517572	327.3487507
1129.810302	1288.329115	980.1449324	419.5840442	928.7561427	394.9218916	839.5024647	714.6120952	546.2773321	509.3545913	451.7005498	352.5131595	653.5159569	947.943024	566.2494654	654.9822323	585.9029999	440.6328098
1003.103182	1235.327723	931.4888288	552.2413339	1131.909295	749.4034822	1024.080562	666.8926168	499.0110124	691.9963377	370.9485253	281.7420893	553.6719027	1109.756613	577.7794079	665.9287128	478.8022237	609.2676669
1356.464278	1575.904018	1193.468387	531.6657893	1135.756371	730.4308473	906.5719316	728.8573446	629.7786449	682.6092378	433.3251896	310.6689992	776.125826	1107.915868	626.8346504	718.8545184	677.1468023	655.5260417
1014.048222	1240.248704	763.7764509	713.044712	785.6724811	473.432214	643.841082	631.6061225	482.0214744	491.6466078	295.5640972	240.7032439	565.5473913	939.8619529	464.8855866	663.8655578	519.0855045	441.7303568
1163.170538	1452.657631	918.440244	817.8595727	1072.857213	658.5739421	1008.310261	624.883882	554.5886055	626.099776	360.9167474	294.9814657	653.0769172	1072.15283	642.8154899	779.5839673	599.0482935	655.7089662
1080.943733	1490.553223	897.1572194	778.7503315	1010.244201	590.46998	922.2132322	661.9931782	561.4535014	539.4944365	338.4724028	252.5360036	680.5865026	1234.593486	645.2422884	841.3824084	581.3905945	539.0139034
1210.780949	1341.380926	995.123464	523.142383	1083.995716	600.3253542	771.9062462	595.4240318	632.8764831	663.6591674	307.3057142	228.0866444	779.4132697	989.6935394	663.3955895	656.7139998	729.060649	579.4724959
1268.698026	1402.348661	1014.851809	563.6337982	931.2360758	572.703277	792.3743123	643.7546229	633.2218867	601.8186242	358.9255423	244.0104036	769.1654405	1191.427013	630.6391076	675.5603329	629.7983234	566.6677818
1210.883913	1104.538519	988.250709	545.9691958	935.0195635	511.003229	773.2392505	646.4624847	604.2079869	553.8828601	287.307089	191.5360871	707.6891733	1130.227311	603.2448967	732.0779523	602.9145563	459.7645592
1169.986734	1244.625151	1006.113439	579.7486904	855.04702	481.2707711	729.6371095	662.9625295	539.9305415	498.2197761	274.7863047	172.5091813	679.9011724	831.895201	559.2551988	759.3479442	624.692738	461.9488928
1196.015956	1483.716285	1179.79793	636.9309036	1164.402777	658.2100834	911.011696	847.0760567	625.7417407	660.8892035	328.7436344	234.6580136	739.9960707	1312.926272	624.5456177	835.0860441	690.2920958	562.8909291
989.285454	1293.320684	936.9248457	526.5035789	749.9042152	458.3476698	626.221775	584.0025448	527.1506094	476.5656932	266.1721783	172.4018059	597.6615396	1109.422852	476.9136056	657.6333331	529.7309678	463.1540423
1205.838692	1732.437619	1035.974005	557.2569501	916.5048493	475.2515077	762.7364665	598.9221256	675.684938	603.4893961	263.8779637	183.99834	781.6834262	1180.635395	623.3693093	767.8678124	573.0966664	525.7680184
1157.476646	1708.669682	966.152818	469.4470178	759.1456753	390.8466736	562.6890696	506.7599978	651.0641398	503.5838331	250.6862299	147.9094966	773.3630884	1189.444673	622.1400139	734.1731771	637.2978141	500.6535623
1256.404161	1233.452103	933.66538	564.3144142	973.5645066	659.2288879	812.369377	577.2803044	641.6410987	691.4467417	290.1965008	222.2776398	707.5178407	1135.142706	633.8501118	672.5671546	621.6632828	621.9432578
1214.199344	1238.867199	854.3981756	460.6827782	831.3286854	432.1602357	671.3396709	509.1201574	509.8696371	511.9157087	281.041286	197.6027924	660.8404242	965.6627195	486.8327474	583.167334	557.9599826	468.4911333
1168.668799	931.2957659	895.902754	413.3328482	755.5741478	372.5497765	724.842594	675.6589242	547.9719683	543.7483096	345.149433	289.0221357	691.8409107	975.8171569	638.7460984	620.7851707	578.9966893	445.5287299
959.2303522	1081.5773	810.5347734	633.4335846	913.3784379	631.6276027	844.9527324	531.1307537	509.4594704	653.5685846	444.1577782	352.3198839	606.0568354	1054.817466	476.9877873	708.8915107	495.6019301	626.51637
1059.22869	1510.257317	810.6741584	624.8892363	863.9281479	490.6479309	660.3208853	600.165424	469.036459	476.1699841	301.0831983	205.6666786	574.8850163	1089.083635	503.7249609	681.9742863	485.3907593	514.9754736
868.3751899	1106.646071	825.5776366	781.8078679	619.4215813	368.7656455	475.3665372	466.2685084	488.4114404	439.2261402	251.1623876	183.1178624	559.797042	868.5988397	387.8956671	683.7808831	463.135915	413.6675883
1049.5604	1322.574306	1128.65434	618.7846345	849.0167553	546.9420775	707.9435393	595.1500847	511.0677558	645.2586929	379.8223741	244.6331804	631.4461804	1089.902867	502.1353549	625.5314963	559.6018203	515.6533703
805.5879302	1443.249279	890.8420046	554.5763702	945.8931163	607.373818	818.8946481	528.696839	471.7780998	597.6526864	308.7341875	211.0676569	498.9097306	905.8789752	514.0891924	628.1612172	436.7182178	524.2938622
858.1817843	1037.722077	966.2385934	566.6703926	890.5397377	456.8610469	626.9527774	571.9910179	468.6586738	539.5933638	343.9373951	207.9322977	510.4211375	707.3516336	433.6021396	575.8554271	510.2831363	468.8677425
848.7709028	1071.533657	761.0316376	354.9988233	843.7495469	413.5826475	683.9494617	569.9574875	454.5510968	532.6574621	360.5379855	230.2771008	572.4756521	960.7574385	433.9518529	472.3876687	501.3536581	480.0799376
1305.898808	1649.517063	1127.850195	510.8284693	1497.593447	887.1188212	1202.423638	728.2567683	646.919297	977.1267483	468.171279	280.9045619	779.7773514	1328.006218	581.0010095	459.6025215	695.4506438	872.4852443
1454.156229	1677.379096	1083.257702	391.8044412	1105.615645	635.0478749	844.7162316	651.9203539	679.6894606	865.6576853	365.7540772	225.1552983	857.4873794	1357.316537	663.6711212	385.5961891	739.3141898	706.6695764
987.4629967	1624.41804	969.4551714	267.806681	726.906545	383.5071228	627.9095305	799.5146247	490.3003662	581.1318303	418.0989636	330.3723695	677.6310158	1250.583691	508.6951292	405.5435842	499.2775279	456.9346098
1215.136314	2031.548594	1034.901812	267.5239636	815.1455322	427.3988841	622.9645145	1048.901318	601.4339645	615.8003467	528.1130457	436.3088554	760.2347303	1931.042248	566.4614128	336.6791044	638.6960242	464.3053906
903.0739543	1225.576515	860.9492729	440.1595887	745.0609271	472.7980602	536.1579838	545.3865395	521.8724112	561.6321639	348.677329	239.5221154	651.2458003	1114.75292	505.1238143	553.6738382	546.7637092	461.8305299
1027.732097	1254.860389	929.3551654	620.6484752	1014.631775	571.1022985	760.9412107	556.6499801	540.750875	567.8206149	341.2211316	256.3800399	650.7210943	1138.419636	600.1080741	698.6826349	624.6185905	561.2768895
1064.140058	883.2254396	836.0422371	530.3778544	822.9244677	465.4689053	563.2373214	517.5598356	499.3456221	480.1270754	252.1471684	196.9370654	643.4287519	953.8495892	532.2107013	642.7422712	502.1586881	437.7490591
982.6854813	1193.035516	807.950789	430.610023	784.2629465	427.1805688	569.4615915	417.4427053	559.1328212	546.5842251	233.3822246	133.6393172	624.2930457	753.441047	480.8876208	557.5756599	526.1083326	489.6135315
895.1869354	1195.435503	733.2404035	440.7564366	685.0232304	358.1513659	546.9080186	486.0032364	508.0778561	522.6548147	303.9076794	193.5762181	554.9783135	908.2962168	418.5432717	537.3930865	426.3905295	451.4468751
1010.022342	1146.024008	800.1452264	599.2561914	851.2953263	470.2094651	699.4725119	553.1413499	535.3107688	496.5599961	268.8884418	181.797146	611.8607262	775.9851117	553.4160459	702.381348	474.1097459	487.7412455
1028.844105	1068.780731	803.5869648	552.1785078	996.5303828	666.3709153	858.2397753	476.3097235	515.4284758	709.2206767	317.0128391	207.6101718	619.1637769	1030.533796	537.1066879	575.6095589	504.2560033	596.2477475
1053.956949	1324.35917	874.6090075	585.4449226	876.1370493	595.0649962	722.0045848	627.3283331	519.9079284	514.5757534	346.9674899	313.8258335	605.6499206	1048.931129	476.2459711	694.4280458	503.7899333	489.3337646
1096.614807	1378.62106	1024.37288	501.0590123	939.4071374	608.6005418	863.0235408	735.2213466	546.050661	646.4568122	379.9414136	343.7083837	727.4995015	1020.955856	579.2524428	633.6237675	609.9161993	570.9503669
995.9060194	1064.263109	1030.698817	593.3400679	1194.829649	684.9277116	1086.506013	749.245331	506.5559216	804.3337624	438.3464894	260.5569397	642.1437576	1016.252855	509.172011	579.8962177	558.2883502	644.6581751
4.736329855	12.1007744	145.0355029	188.6248652	39.98627177	83.89543186	18.2750591	19.03932377	400.4846444	1369.769131	31.14504509	24.59968469	127.0859325	214.3456086	491.3790207	150.8454943	415.6815111	1057.066813
967.2409274	999.7458131	796.2317231	472.8082137	943.4873693	480.5846374	754.2761891	561.6653194	449.8773547	602.0274707	310.5089572	175.7948659	561.446118	845.9940911	471.138037	515.9918619	485.2424643	567.2595963
800.2132255	980.2030625	671.0746723	531.4040139	1131.983481	687.0796762	923.0087348	516.2111729	379.4905837	641.0707713	443.659977	309.5093458	477.4503264	693.4347952	398.7367803	497.1134591	461.4305223	605.7060195
769.7668616	685.4281981	611.4714816	612.1983661	959.5115524	592.0085827	880.8040983	457.2598633	407.2523956	581.2527415	306.4507946	224.1567078	492.024303	731.675759	448.9789287	508.6371954	391.1386866	572.4783243
1024.509333	870.0355955	840.6419436	775.5147878	983.9611492	582.7665705	932.8987668	668.104306	506.5775094	588.4964169	384.702991	283.9325458	636.6611155	1099.794341	583.7987161	785.816192	507.0100535	581.2371792
14.05454403	27.73094134	1213.100235	1992.351447	462.8360617	1035.136561	30.97085015	10.35730784	5818.064067	9777.389983	320.6489528	246.9417497	2731.276721	1148.300996	2071.765351	1488.16547	5979.985766	8280.86243
129.7445489	106.5775705	1147.417711	1041.185382	1434.439937	1761.013976	223.0094712	151.3136296	1294.291936	3294.15758	797.2071011	726.0826183	2511.071537	3416.027572	4093.754837	2876.016709	1134.774617	1958.852256
46.48810717	0	5801.023406	13822.25295	902.1763469	2855.823372	61.33969836	29.0067838	9099.710994	25276.04147	133.8327911	139.4805343	66.03799679	41.32572815	140.8708877	40.42928633	8093.179095	14393.41331
485.3090683	334.9897714	397.0007812	233.8596502	363.5115615	175.2031863	286.4991765	327.7566378	362.0692912	499.9674914	200.776241	136.0445242	379.7265127	386.0810133	322.2237427	234.6224157	467.5423953	372.3912157
689.5169596	752.8597634	564.7131591	360.9987149	713.425883	370.1275168	662.2451415	459.0405194	416.5998796	568.7549282	296.7653133	230.5992267	433.6427303	529.8714874	374.7867159	356.9044375	428.1065146	439.3308179
1262.056868	1378.187449	1001.535176	580.4083644	797.5210504	387.0937305	646.7865915	511.4697807	656.8604435	590.9146393	277.9462607	164.9606966	772.2708433	902.8751227	624.3442676	570.2539078	724.5164661	547.0948616
1252.77984	1322.78607	791.1709737	268.51871	746.7354118	414.8613512	645.5503375	493.7369739	574.9026529	610.2274432	240.5245908	117.2538441	666.8263558	910.1875313	540.5084448	368.0005769	637.4461091	441.0201793
1182.054079	1911.135805	1025.638067	382.7574842	934.1293311	600.9802999	823.6676635	828.6057	557.7188253	616.8995387	397.9704772	329.8247554	683.6062392	1186.74424	576.3699572	656.1901936	610.9648569	543.565495
1292.90479	1461.622288	1023.021917	370.6215778	947.0800929	544.2703147	719.1128254	769.9494103	620.2692529	581.6484506	365.7648989	241.9165849	719.8002442	1241.349625	561.1733234	608.8124577	606.8337816	567.0551513
1173.662538	1067.30847	920.7454583	363.1871571	798.6444389	515.7541846	620.330756	704.9185822	599.6098019	606.7759802	364.6177916	222.9648418	687.1720982	935.7152205	533.5989572	523.2396293	570.7239462	455.2129675
737.3950767	237.4171938	196.9081845	224.3414975	429.2403867	247.0289036	885.2116126	939.9335887	381.5414174	312.4783081	531.0998534	244.1070414	373.0552509	243.7975225	277.4710339	220.3834392	376.764663	478.5304596
901.8075009	1146.971902	849.8306348	382.5166509	638.8477239	411.1811798	608.3337172	560.3377296	493.7004326	574.1189852	352.9627487	220.2375088	590.5726546	819.8797911	456.6620246	432.0545916	524.5406424	497.1134354
1062.224934	1074.871454	815.3810842	356.1192219	753.5605269	449.261597	645.8835886	472.6325104	556.6286453	648.2594871	276.6801139	156.3169837	620.0953978	933.1867251	499.0515192	387.263817	514.5836916	620.8134301
1152.256387	1340.826308	994.8446939	617.6328229	842.1598462	453.6694859	618.4925001	768.9273769	564.0979975	513.4655694	372.2579591	276.5021739	683.4349066	1303.226964	566.948892	774.1534867	604.7576514	524.8211152
898.131697	984.4585015	810.1916717	475.4154964	834.2855287	480.6470132	726.5625995	652.1521553	473.8397273	520.9510671	345.8528479	256.8417538	554.357233	896.0178433	410.3620992	550.6379003	480.6876889	506.4963856
1209.308569	1193.085936	874.984275	304.9159583	761.6256084	504.4121876	704.4067779	585.1510154	578.8316185	574.3937832	317.900224	185.2438936	709.1240836	1104.992928	633.5851774	507.9851101	580.8397845	545.0611717
1180.138954	1454.170228	1040.927535	495.9491569	987.7234409	537.492146	781.5812774	908.1767974	673.1483805	569.4034515	401.1304331	287.0786425	729.1485775	1321.53327	542.924646	727.3209369	667.0203715	672.5487793
1039.737663	1269.109051	1030.537988	623.6117725	715.4924939	471.5193566	661.3528886	735.3477837	559.6077511	528.5684678	294.0923369	209.9939038	666.0018178	1114.631552	542.6385169	764.8639442	565.3959182	485.4708298
990.7475384	1005.604605	888.1936887	452.6724517	716.4887064	379.5150726	649.39885	569.0092091	499.8745214	526.8757121	300.1092392	196.282076	537.855765	1152.144309	540.5720291	533.6836834	499.0762704	460.5392982
378.3194954	108.8666337	362.2724605	153.735443	267.1862967	174.8601194	376.6919681	224.1098044	457.0013034	656.5034273	1068.259896	870.4165169	414.4427744	103.5570559	471.561932	206.7324083	334.4476221	342.7251679
8.618061063	2.178139392	3538.578924	6231.458123	626.4586564	1808.263634	16.86680454	19.27112516	2571.745448	4098.216544	110.9772194	111.0797635	343.992964	205.5059888	399.9660757	284.1915857	2603.149456	3396.186797
9.781550788	0	18.53821132	55.51732181	15.2929208	13.1301029	4.837515643	10.66286422	348.4474379	498.9672267	17.22825288	20.28319702	119.8899647	68.07720904	171.3807264	52.54096835	377.0294755	310.6057799
916.1606396	1030.622956	736.7250297	432.7461101	673.3654252	417.522718	641.2395736	553.267787	445.0740864	512.6631593	261.4647097	174.0661233	510.7852192	833.9281113	431.429678	557.3832413	500.654553	436.4255466
866.4497688	1229.045404	851.9321325	587.6961908	1040.73466	755.1316585	1152.199476	674.025778	427.1778639	767.0821448	385.4496929	288.6355846	577.79767	1093.341621	412.5981451	577.9613418	423.0962617	657.7641766
938.3493153	804.590574	708.5370843	629.3813018	906.977243	448.8249665	802.9845967	597.4575622	431.7112858	553.5091348	299.2326761	224.8116973	522.0182107	1022.847171	422.7822211	632.2875272	446.5056886	518.7846071
1057.663642	1508.139682	981.2064031	308.5389295	569.6533511	312.7833777	449.0934523	610.649169	544.6798406	474.5871476	277.9895477	167.9886805	660.8404242	1441.495204	528.9255154	492.2174746	543.5753665	352.1296386
924.593366	1004.888642	691.8644883	470.5360034	820.9108468	433.241416	709.9107957	520.0675052	411.7858174	491.4267694	273.2171485	187.6813133	489.8826459	768.2984858	518.1161943	568.1800628	452.0349741	538.6480544
402.7836687	278.458987	341.7506927	331.2086771	382.2700299	183.8318366	376.3694671	357.9751107	354.448825	552.3329993	213.6216783	135.8405111	421.6387423	355.5671313	493.827014	346.1610656	342.0742227	443.7210056
314.0701513	315.5276925	367.5583704	328.4443291	198.7973723	139.3163175	143.1582129	182.6911095	1476.200885	3000.640334	127.2856221	84.63322337	1377.235434	808.9465772	1609.253576	828.3727729	1264.426827	1309.534886
11.94378833	0	138.4951276	274.780377	43.72736743	151.8122666	14.58779717	9.893705046	446.6823717	664.2747149	36.79400741	34.83255222	181.8266881	228.282675	404.2898041	150.4178974	410.0145232	625.2358986
337.1546111	409.863313	854.5590045	403.437739	590.3830483	330.8307718	194.6508795	227.9029182	2126.325958	4112.692903	187.0650624	151.8716457	1425.315636	686.8303653	3036.221728	499.6683505	1678.477093	1952.385337
914.0498839	1112.172091	871.8105846	407.9193334	616.1891898	361.4988664	495.2433515	476.5625977	436.4174094	504.7929444	259.8089794	169.9536488	507.0587358	872.1791891	505.0178405	541.594226	453.0094841	396.8277752
806.1027487	954.4082451	752.786476	660.4173904	615.7758676	323.6471604	507.5521413	434.2483065	457.8216368	447.5580158	319.3936278	231.4367542	553.2971127	809.007261	498.1295477	545.1432802	477.3298661	442.1607673
1144.307589	1337.760778	954.6374687	663.0037311	815.5906484	426.1409724	708.5777914	757.0001414	547.9395868	471.4434584	393.7175228	303.088302	650.4962203	1090.46925	617.4453774	799.3817034	587.5978	488.2254574
144.0770949	129.034591	310.7536025	235.116172	220.9048102	76.6910286	165.9375366	96.69279149	735.9902423	1383.520023	118.5524562	80.85361228	509.0397687	209.6223792	549.7387573	261.6037798	749.4512131	903.5393661
156.9372601	98.37929589	2345.85035	2945.119578	1933.213833	4170.070782	176.4833207	105.8805559	1925.484577	3675.599196	657.3032988	454.8633099	2377.153719	2214.688857	3109.460177	2086.288006	1567.541832	2373.283823
140.3601056	134.1875041	580.0776801	723.7984445	734.6642845	1131.101707	181.2670862	178.782095	502.2923463	738.5691037	386.8132355	367.3202155	968.9820482	802.8377324	1170.776644	779.070851	373.7987627	459.3771897
1139.725705	1599.63162	1130.112522	277.7017902	773.9616859	362.787966	565.0755773	724.3056081	549.3967581	506.5076839	289.352403	159.6456185	717.5943374	1313.866872	501.8386284	463.3119246	564.4637782	403.1655707
1133.980331	1471.252488	1011.753172	256.9272963	736.7414934	319.4263989	549.4772769	643.8915965	504.3647678	492.031325	311.7967475	162.383689	678.8410521	1119.041248	511.5458227	388.9528247	535.9063958	396.1606388
1398.339612	1824.585016	1167.692875	344.0880256	1037.332701	594.7011375	843.587478	741.0690636	652.9746533	666.0334221	331.7520856	228.5054081	869.1272858	1537.183582	696.4593952	491.8433273	728.6263564	585.874853
56.33143617	22.32592877	933.1721713	1863.568433	342.9514324	717.4047041	21.28506883	47.8248426	923.8897839	1349.664909	213.9246878	251.0864369	876.7194602	594.5605127	1068.38482	693.0811156	908.9636835	1049.480826
1202.131999	1681.906802	1189.587049	310.6645456	882.5382442	532.7100024	719.295576	899.7160465	610.9541504	616.6906923	364.0658815	241.1971703	777.3465706	1460.216184	581.128178	455.273103	640.4967493	494.1974039
1056.551634	1754.269433	1247.067298	548.6602467	1021.902006	555.9865665	751.8251812	819.5865184	568.4155421	657.7235305	438.368133	287.7336319	679.5906321	1540.895414	532.3378697	624.1738761	562.239353	513.7810843
946.9261909	1757.879497	940.2700868	235.6606648	610.1695231	312.1492239	440.7621753	618.2564693	478.7509343	433.609269	280.110614	163.2641666	613.4134276	1153.297303	449.752537	455.2089634	523.1106548	338.0767339
980.3585019	1164.457521	800.7134885	517.4147378	895.3618299	528.468449	819.4321498	559.4315968	492.2108797	576.8779572	256.0538263	191.2783863	654.5225357	962.4464734	537.4246091	609.3041941	476.9909061	453.6096882
17.49353136	0	2604.570442	3773.858535	1248.317779	1597.048827	17.63005701	17.61690611	6225.597103	9652.873511	362.6915171	425.1740353	4237.911076	2702.607549	9496.020384	2705.704866	4099.138944	5404.095096
813.7220619	808.3216461	748.6370903	387.3542598	557.5080377	308.2923212	508.7668952	513.6824304	433.0929001	423.1449609	298.2695389	208.5335995	562.4741134	745.5217996	435.997146	453.7978937	476.5142435	369.550506
925.4273719	1001.893701	769.2767993	345.6796199	774.9896924	527.7927113	678.6926947	478.3537903	501.8821796	584.7481721	270.4684197	196.099538	624.3572954	776.0761375	520.0025268	452.2157852	500.8558105	471.8483356
